País de origem,País de destino,Quantidade em litros,Valor em US$
Brasil,Finlândia,0,0
Brasil,França,5694,25008
Brasil,Gabão,0,0
Brasil,Gana,35949,49304
Brasil,Gibraltar,0,0
Brasil,Granada,5610,7914
Brasil,Grécia,920,2426
Brasil,Guatemala,1283,5350
Brasil,Guiana,2064,5823
Brasil,Guiana Francesa,22,18
Brasil,Guine Bissau,0,0
Brasil,Guine Equatorial,0,0
Brasil,Haiti,553503,741014
Brasil,Honduras,0,0
Brasil,Hong Kong,9371,38218
Brasil,Hungria,0,0
Brasil,Ilha de Man,165,641
Brasil,Ilhas Virgens,0,0
Brasil,Índia,247,1021
Brasil,Indonésia,0,0
Brasil,Irã,47,90
Brasil,Iraque,0,0
Brasil,Irlanda,0,0
Brasil,Itália,1129,6151
Brasil,Jamaica,0,0
Brasil,Japão,37324,82208
Brasil,Jordânia,0,0
Brasil,Letônia,0,0
Brasil,Líbano,0,0
Brasil,Libéria,9145,34815
Brasil,Luxemburgo,36,802
Brasil,Macau,0,0
Brasil,Malásia,0,0
Brasil,Malavi,0,0
Brasil,Malta,3127,15587
Brasil,"Marshall, Ilhas",7240,27178
Brasil,Martinica,0,0
Brasil,Mauritânia,0,0
Brasil,México,6,33
Brasil,Moçambique,383,1927
Brasil,Montenegro,0,0
Brasil,Namíbia,0,0
Brasil,Nicarágua,0,0
Brasil,Nigéria,32234,50283
Brasil,Noruega,2711,40316
Brasil,Nova Caledônia,0,0
Brasil,Nova Zelândia,63,156
Brasil,Omã,194,670
Brasil,Países Baixos,7034,37240
Brasil,Palau,0,0
Brasil,Panamá,11490,49392
Brasil,Paraguai,5076670,7156293
Brasil,Peru,0,0
Brasil,Pitcairn,0,0
Brasil,Polônia,0,0
Brasil,Porto Rico,0,0
Brasil,Portugal,1918,7613
Brasil,Quênia,1440,2080
Brasil,Reino Unido,18835,138154
Brasil,República Dominicana,0,0
Brasil,Rússia,66046,118618
Brasil,São Cristóvão e Névis,0,0
Brasil,São Tomé e Príncipe,0,0
Brasil,São Vicente e Granadinas,20,51
Brasil,Senegal,0,0
Brasil,Serra Leoa,8101,15182
Brasil,Sérvia,0,0
Brasil,Singapura,4322,15434
Brasil,Suazilândia,0,0
Brasil,Suécia,5,18
Brasil,Suíça,1584,20863
Brasil,Suriname,1225,3360
Brasil,Tailândia,432,1713
Brasil,Taiwan (Formosa),25,277
Brasil,Tanzânia,0,0
Brasil,"Tcheca, República",1305,9997
Brasil,Togo,17317,25608
Brasil,Toquelau,0,0
Brasil,Trinidade Tobago,0,0
Brasil,Tunísia,0,0
Brasil,Turquia,418,503
Brasil,Tuvalu,0,0
Brasil,Uruguai,637117,997367
Brasil,Vanuatu,0,0
Brasil,Venezuela,23220,32351
Brasil,Vietnã,130,277
Brasil,Afeganistão,0,0
Brasil,África do Sul,117,698
Brasil,"Alemanha, República Democrática",4806,31853
Brasil,Angola,0,0
Brasil,Anguilla,0,0
Brasil,Antígua e Barbuda,383,1848
Brasil,Antilhas Holandesas,0,0
Brasil,Arábia Saudita,124,142
Brasil,Argélia,0,0
Brasil,Argentina,4545,36133
Brasil,Aruba,0,0
Brasil,Austrália,2485,13565
Brasil,Áustria,0,0
Brasil,Bahamas,1348,7402
Brasil,Bangladesh,0,0
Brasil,Barbados,58,303
Brasil,Barein,283,1684
Brasil,Bélgica,95,683
Brasil,Belice,0,0
Brasil,Benin,0,0
Brasil,Bermudas,16,153
Brasil,Bolívia,21926,36950
Brasil,Bósnia-Herzegovina,0,0
Brasil,Brasil,0,0
Brasil,Bulgária,0,0
Brasil,Cabo Verde,0,0
Brasil,Camarões,0,0
Brasil,Canadá,11539,42179
Brasil,Catar,5,18
Brasil,"Cayman, Ilhas",438,2632
Brasil,Chile,9,63
Brasil,China,73917,183096
Brasil,Chipre,524,2995
Brasil,Cingapura,0,0
Brasil,"Cocos (Keeling), Ilhas",0,0
Brasil,Colômbia,450,1259
Brasil,Comores,0,0
Brasil,Congo,17100,26600
Brasil,"Coreia, Republica Sul",25,171
Brasil,Costa do Marfim,0,0
Brasil,Costa Rica,0,0
Brasil,Coveite (Kuweit),0,0
Brasil,Croácia,0,0
Brasil,Cuba,0,0
Brasil,Curaçao,25135,40807
Brasil,Dinamarca,1734,15261
Brasil,Dominica,0,0
Brasil,El Salvador,0,0
Brasil,Emirados Arabes Unidos,1417,6762
Brasil,Equador,2790,4392
Brasil,"Eslovaca, Republica",0,0
Brasil,Espanha,180,4171
Brasil,Estados Unidos,229839,429091
Brasil,Estônia,0,0
Brasil,Filipinas,94,334
Brasil,Finlândia,5,11
Brasil,França,2265,14722
Brasil,Gabão,0,0
Brasil,Gana,7237,29473
Brasil,Gibraltar,0,0
Brasil,Granada,0,0
Brasil,Grécia,1294,3214
Brasil,Guatemala,2053,3758
Brasil,Guiana,33651,88715
Brasil,Guiana Francesa,0,0
Brasil,Guine Bissau,0,0
Brasil,Guine Equatorial,0,0
Brasil,Haiti,559645,871661
Brasil,Honduras,0,0
Brasil,Hong Kong,16255,71025
Brasil,Hungria,0,0
Brasil,Ilha de Man,1428,4533
Brasil,Ilhas Virgens,0,0
Brasil,Índia,60,170
Brasil,Indonésia,9,30
Brasil,Irã,0,0
Brasil,Iraque,0,0
Brasil,Irlanda,150,377
Brasil,Itália,2922,27665
Brasil,Jamaica,0,0
Brasil,Japão,22942,57780
Brasil,Jordânia,0,0
Brasil,Letônia,8,8
Brasil,Líbano,0,0
Brasil,Libéria,39784,42463
Brasil,Luxemburgo,581,7048
Brasil,Macau,7,6
Brasil,Malásia,0,0
Brasil,Malavi,3660,6252
Brasil,Malta,6561,24199
Brasil,"Marshall, Ilhas",7417,31691
Brasil,Martinica,9,31
Brasil,Mauritânia,0,0
Brasil,México,3,19
Brasil,Moçambique,0,0
Brasil,Montenegro,0,0
Brasil,Namíbia,0,0
Brasil,Nicarágua,0,0
Brasil,Nigéria,10800,16464
Brasil,Noruega,861,4243
Brasil,Nova Caledônia,0,0
Brasil,Nova Zelândia,338,7177
Brasil,Omã,0,0
Brasil,Países Baixos,2244,4958
Brasil,Palau,45,143
Brasil,Panamá,14785,68173
Brasil,Paraguai,3780378,5517263
Brasil,Peru,47277,84282
Brasil,Pitcairn,11,22
Brasil,Polônia,298,590
Brasil,Porto Rico,0,0
Brasil,Portugal,13742,46311
Brasil,Quênia,0,0
Brasil,Reino Unido,11326,84547
Brasil,República Dominicana,0,0
Brasil,Rússia,0,0
Brasil,São Cristóvão e Névis,16,31
Brasil,São Tomé e Príncipe,0,0
Brasil,São Vicente e Granadinas,39,139
Brasil,Senegal,0,0
Brasil,Serra Leoa,23200,38548
Brasil,Sérvia,0,0
Brasil,Singapura,3941,19781
Brasil,Suazilândia,0,0
Brasil,Suécia,0,0
Brasil,Suíça,2500,28763
Brasil,Suriname,3105,5235
Brasil,Tailândia,189,1387
Brasil,Taiwan (Formosa),4208,19998
Brasil,Tanzânia,0,0
Brasil,"Tcheca, República",405,3348
Brasil,Togo,14550,25235
Brasil,Toquelau,3,10
Brasil,Trinidade Tobago,0,0
Brasil,Tunísia,0,0
Brasil,Turquia,28104,95421
Brasil,Tuvalu,0,0
Brasil,Uruguai,326093,454271
Brasil,Vanuatu,0,0
Brasil,Venezuela,141030,220512
Brasil,Vietnã,72,128
Brasil,Afeganistão,0,0
Brasil,África do Sul,103,1783
Brasil,"Alemanha, República Democrática",6666,48095
Brasil,Angola,0,0
Brasil,Anguilla,0,0
Brasil,Antígua e Barbuda,447,3329
Brasil,Antilhas Holandesas,0,0
Brasil,Arábia Saudita,32,54
Brasil,Argélia,6,87
Brasil,Argentina,21015,167696
Brasil,Aruba,0,0
Brasil,Austrália,2070,19152
Brasil,Áustria,0,0
Brasil,Bahamas,1632,7457
Brasil,Bangladesh,0,0
Brasil,Barbados,773,580
Brasil,Barein,178,1044
Brasil,Bélgica,960,8334
Brasil,Belice,0,0
Brasil,Benin,0,0
Brasil,Bermudas,102,823
Brasil,Bolívia,20334,30293
Brasil,Bósnia-Herzegovina,0,0
Brasil,Brasil,96,244
Brasil,Bulgária,18,184
Brasil,Cabo Verde,0,0
Brasil,Camarões,0,0
Brasil,Canadá,4320,35179
Brasil,Catar,0,0
Brasil,"Cayman, Ilhas",180,591
Brasil,Chile,0,0
Brasil,China,34231,182595
Brasil,Chipre,988,4308
Brasil,Cingapura,0,0
Brasil,"Cocos (Keeling), Ilhas",0,0
Brasil,Colômbia,0,0
Brasil,Comores,0,0
Brasil,Congo,2340,3753
Brasil,"Coreia, Republica Sul",173,1050
Brasil,Costa do Marfim,0,0
Brasil,Costa Rica,0,0
Brasil,Coveite (Kuweit),16,72
Brasil,Croácia,23,44
Brasil,Cuba,0,0
Brasil,Curaçao,25146,50990
Brasil,Dinamarca,11,185
Brasil,Dominica,947,4545
Brasil,El Salvador,0,0
Brasil,Emirados Arabes Unidos,1688,8253
Brasil,Equador,0,0
Brasil,"Eslovaca, Republica",0,0
Brasil,Espanha,191,2062
Brasil,Estados Unidos,310410,648724
Brasil,Estônia,0,0
Brasil,Filipinas,11514,27378
Brasil,Finlândia,0,0
Brasil,França,3729,29768
Brasil,Gabão,5,18
Brasil,Gana,54828,91317
Brasil,Gibraltar,5,13
Brasil,Granada,0,0
Brasil,Grécia,617,2051
Brasil,Guatemala,7957,14268
Brasil,Guiana,115884,349244
Brasil,Guiana Francesa,0,0
Brasil,Guine Bissau,0,0
Brasil,Guine Equatorial,2250,4279
Brasil,Haiti,450690,713158
Brasil,Honduras,0,0
Brasil,Hong Kong,6696,30490
Brasil,Hungria,14,27
Brasil,Ilha de Man,124,587
Brasil,Ilhas Virgens,0,0
Brasil,Índia,0,0
Brasil,Indonésia,0,0
Brasil,Irã,0,0
Brasil,Iraque,0,0
Brasil,Irlanda,32,132
Brasil,Itália,2431,11642
Brasil,Jamaica,0,0
Brasil,Japão,29320,66956
Brasil,Jordânia,0,0
Brasil,Letônia,33273,144229
Brasil,Líbano,0,0
Brasil,Libéria,12024,38576
Brasil,Luxemburgo,72,832
Brasil,Macau,0,0
Brasil,Malásia,0,0
Brasil,Malavi,0,0
Brasil,Malta,6302,16586
Brasil,"Marshall, Ilhas",5628,23195
Brasil,Martinica,0,0
Brasil,Mauritânia,0,0
Brasil,México,2277,7938
Brasil,Moçambique,0,0
Brasil,Montenegro,0,0
Brasil,Namíbia,0,0
Brasil,Nicarágua,0,0
Brasil,Nigéria,808,2052
Brasil,Noruega,309,2185
Brasil,Nova Caledônia,0,0
Brasil,Nova Zelândia,0,0
Brasil,Omã,0,0
Brasil,Países Baixos,3074,22785
Brasil,Palau,30,320
Brasil,Panamá,121432,97549
Brasil,Paraguai,3705268,5121857
Brasil,Peru,0,0
Brasil,Pitcairn,0,0
Brasil,Polônia,0,0
Brasil,Porto Rico,0,0
Brasil,Portugal,26340,50923
Brasil,Quênia,0,0
Brasil,Reino Unido,14780,106713
Brasil,República Dominicana,0,0
Brasil,Rússia,56,338
Brasil,São Cristóvão e Névis,0,0
Brasil,São Tomé e Príncipe,0,0
Brasil,São Vicente e Granadinas,0,0
Brasil,Senegal,0,0
Brasil,Serra Leoa,36608,68151
Brasil,Sérvia,10482,25379
Brasil,Singapura,4141,20048
Brasil,Suazilândia,0,0
Brasil,Suécia,0,0
Brasil,Suíça,2350,23791
Brasil,Suriname,27900,71483
Brasil,Tailândia,266,1910
Brasil,Taiwan (Formosa),0,0
Brasil,Tanzânia,3,35
Brasil,"Tcheca, República",2273,20973
Brasil,Togo,27630,48070
Brasil,Toquelau,0,0
Brasil,Trinidade Tobago,64,199
Brasil,Tunísia,0,0
Brasil,Turquia,216,540
Brasil,Tuvalu,0,0
Brasil,Uruguai,36729,62325
Brasil,Vanuatu,0,0
Brasil,Venezuela,122922,199418
Brasil,Vietnã,16,41
